,date,high,low,max_precipitation_10min(mm),daylight_hours(hours)
503,1985/5/18,23.9,16.2,0.0,11.7
504,1985/5/19,23.4,18.2,0.0,8.6
505,1985/5/20,22.8,18.8,2.0,0.0
506,1985/5/21,19.0,13.2,2.5,0.0
507,1985/5/22,20.7,13.0,0.0,5.5
508,1985/5/23,25.3,15.5,0.0,10.0
509,1985/5/24,23.0,18.5,4.0,0.0
510,1985/5/25,23.1,19.1,3.0,0.0
511,1985/5/26,25.9,19.1,0.0,3.6
512,1985/5/27,25.4,17.0,0.0,11.4
513,1985/5/28,24.0,18.6,0.0,5.0
514,1985/5/29,20.0,14.2,1.0,0.0
515,1985/5/30,19.2,12.8,0.0,11.2
516,1985/5/31,20.8,13.7,0.0,6.8
517,1985/6/1,23.0,15.5,0.0,9.1
518,1985/6/2,24.0,16.0,0.0,10.7
519,1985/6/3,25.4,19.0,0.0,4.8
520,1985/6/4,26.7,19.6,0.0,6.8
521,1985/6/5,28.7,18.5,0.0,12.8
522,1985/6/6,30.1,19.0,0.0,13.1
523,1985/6/7,29.9,19.7,0.0,11.2
524,1985/6/8,22.6,18.0,1.5,0.0
525,1985/6/9,19.6,16.6,0.5,0.0
526,1985/6/10,20.6,16.9,0.5,0.0
527,1985/6/11,21.3,15.9,0.0,0.0
528,1985/6/12,20.6,16.1,0.5,0.4
529,1985/6/13,17.9,14.4,1.0,0.0
530,1985/6/14,17.4,13.5,0.5,0.6
531,1985/6/15,18.4,13.2,0.0,1.7
532,1985/6/16,21.5,14.1,0.0,11.1
533,1985/6/17,22.3,14.1,0.0,10.1
534,1985/6/18,18.8,15.8,0.5,0.0
535,1985/6/19,22.0,16.0,2.0,0.0
536,1985/6/20,22.9,17.1,6.5,2.9
537,1985/6/21,22.6,18.0,0.0,0.0
538,1985/6/22,26.9,20.0,3.0,0.3
539,1985/6/23,28.1,21.6,0.5,4.7
540,1985/6/24,23.8,19.6,2.0,0.0
541,1985/6/25,22.0,19.4,1.5,0.0
542,1985/6/26,26.4,19.5,1.0,3.8
543,1985/6/27,23.8,19.1,0.5,0.2
544,1985/6/28,19.5,17.8,2.5,0.0
545,1985/6/29,22.0,17.8,1.0,0.0
546,1985/6/30,24.7,19.3,6.0,0.0
547,1985/7/1,32.2,22.4,5.0,8.9
548,1985/7/2,25.7,20.3,0.5,0.0
549,1985/7/3,24.2,19.7,0.5,1.3
550,1985/7/4,25.9,20.3,0.5,0.3
551,1985/7/5,23.2,19.8,0.5,0.0
552,1985/7/6,29.2,20.5,0.5,1.3
553,1985/7/7,26.7,23.4,0.0,0.0
554,1985/7/8,26.4,22.9,0.0,1.6
555,1985/7/9,29.7,20.9,0.0,12.4
556,1985/7/10,28.2,22.5,0.0,2.1
557,1985/7/11,30.1,23.0,1.5,5.0
558,1985/7/12,29.2,24.8,0.0,0.0
559,1985/7/13,25.9,23.0,1.0,0.0
560,1985/7/14,32.2,22.7,6.5,7.2
561,1985/7/15,31.7,20.5,1.0,10.5
562,1985/7/16,30.2,22.3,0.0,9.8
563,1985/7/17,29.2,22.6,0.0,7.8
564,1985/7/18,32.8,25.8,0.0,11.0
565,1985/7/19,32.7,25.3,0.0,10.9
566,1985/7/20,31.4,24.4,7.0,3.3
567,1985/7/21,31.5,23.6,1.5,4.8
568,1985/7/22,31.2,23.6,0.0,5.2
569,1985/7/23,31.2,23.4,0.0,12.1
570,1985/7/24,32.2,24.8,0.0,10.5
571,1985/7/25,33.0,25.1,0.0,11.8
572,1985/7/26,33.0,25.2,0.0,9.3
573,1985/7/27,33.1,25.9,0.0,9.4
574,1985/7/28,33.0,25.6,0.0,8.9
575,1985/7/29,33.5,25.2,0.0,12.4
576,1985/7/30,34.3,26.2,0.0,8.8
577,1985/7/31,32.3,26.6,0.0,8.2
578,1985/8/1,31.1,26.7,0.0,2.9
579,1985/8/2,31.9,26.3,0.0,9.0
580,1985/8/3,32.1,25.7,0.0,12.5
581,1985/8/4,32.2,25.3,0.0,12.4
582,1985/8/5,32.1,25.9,0.0,11.3
583,1985/8/6,31.6,26.5,0.0,4.8
584,1985/8/7,29.9,24.2,5.0,2.9
585,1985/8/8,32.1,26.3,0.0,9.8
586,1985/8/9,31.2,26.0,0.0,9.1
587,1985/8/10,30.4,23.7,2.5,3.1
588,1985/8/11,26.7,23.4,6.5,0.0
589,1985/8/12,31.5,25.7,0.0,10.0
590,1985/8/13,32.4,25.7,0.0,10.0
591,1985/8/14,32.4,25.3,0.0,12.1
592,1985/8/15,32.2,25.7,0.0,9.3
593,1985/8/16,33.3,26.6,0.0,10.6
594,1985/8/17,33.3,27.1,0.0,10.0
595,1985/8/18,33.9,27.0,0.0,10.6
596,1985/8/19,31.2,26.0,0.0,5.1
597,1985/8/20,27.8,24.3,0.5,0.0
598,1985/8/21,29.9,24.8,0.0,4.8
599,1985/8/22,31.5,24.7,0.0,7.2
600,1985/8/23,31.2,23.7,0.0,11.9
601,1985/8/24,31.8,22.6,0.0,12.3
602,1985/8/25,31.8,23.2,0.0,10.8
603,1985/8/26,32.0,23.8,0.0,12.0
604,1985/8/27,31.0,24.7,0.0,10.3
605,1985/8/28,31.8,25.2,0.0,9.3
606,1985/8/29,33.1,25.6,0.0,11.5
607,1985/8/30,32.8,23.7,5.0,5.1
608,1985/8/31,32.3,23.5,3.0,7.1
609,1985/9/1,32.9,26.8,0.0,11.7
610,1985/9/2,35.0,23.0,3.0,8.0
611,1985/9/3,28.6,23.9,0.0,1.0
612,1985/9/4,30.6,24.7,0.0,8.0
613,1985/9/5,32.4,25.9,0.0,8.3
614,1985/9/6,31.2,23.3,3.5,1.1
615,1985/9/7,30.5,23.4,0.0,5.9
616,1985/9/8,31.6,22.9,0.0,9.9
617,1985/9/9,29.6,23.4,0.0,7.0
618,1985/9/10,29.8,23.9,0.0,4.4
619,1985/9/11,26.3,22.2,0.5,0.0
620,1985/9/12,26.6,21.9,0.0,1.5
621,1985/9/13,29.3,22.5,0.0,7.1
622,1985/9/14,25.8,19.8,0.5,4.2
623,1985/9/15,19.9,16.6,1.0,0.0
624,1985/9/16,20.1,17.1,0.5,0.0
625,1985/9/17,25.5,19.2,0.0,4.2
626,1985/9/18,22.8,19.1,0.5,0.0
627,1985/9/19,27.7,20.4,0.0,3.5
628,1985/9/20,28.4,20.8,0.0,3.0
629,1985/9/21,25.6,21.3,0.5,0.3
630,1985/9/22,25.6,19.2,3.5,0.3
631,1985/9/23,19.6,15.7,2.5,0.0
632,1985/9/24,16.9,14.5,2.5,0.0
633,1985/9/25,22.3,16.4,0.0,0.0
634,1985/9/26,26.6,18.5,0.0,7.8
635,1985/9/27,22.4,18.6,0.5,0.1
636,1985/9/28,18.7,15.7,1.0,0.0
637,1985/9/29,17.6,16.0,1.5,0.0
638,1985/9/30,24.2,16.5,0.5,4.6
639,1985/10/1,26.2,19.1,0.0,3.8
640,1985/10/2,25.1,17.8,0.0,7.8
641,1985/10/3,24.7,14.9,0.0,9.7
642,1985/10/4,24.7,16.7,0.0,1.1
643,1985/10/5,23.7,18.4,0.0,0.0
644,1985/10/6,18.7,15.9,1.5,0.0
645,1985/10/7,25.7,16.9,0.0,5.6
646,1985/10/8,25.9,16.9,0.0,9.7
647,1985/10/9,24.2,17.2,0.0,9.9
648,1985/10/10,24.1,18.6,0.0,6.0
649,1985/10/11,21.1,18.8,1.5,0.0
650,1985/10/12,27.3,18.9,0.0,4.8
651,1985/10/13,29.0,23.4,0.0,9.8
652,1985/10/14,25.0,14.4,2.0,0.0
653,1985/10/15,18.8,12.1,0.0,6.1
654,1985/10/16,20.5,10.5,0.0,8.8
655,1985/10/17,19.7,13.9,0.5,0.7
656,1985/10/18,15.1,12.9,0.0,0.0
657,1985/10/19,18.6,10.5,0.0,7.5
658,1985/10/20,16.5,12.8,0.0,0.1
659,1985/10/21,19.0,13.2,0.0,5.8
660,1985/10/22,18.7,13.4,0.0,2.7
661,1985/10/23,21.8,11.3,0.0,8.7
662,1985/10/24,22.0,12.0,0.0,9.4
663,1985/10/25,19.0,12.5,0.0,7.6
664,1985/10/26,15.0,10.1,0.0,0.8
665,1985/10/27,22.2,10.7,0.0,9.9
666,1985/10/28,18.5,10.0,0.0,8.6
667,1985/10/29,15.4,10.9,0.5,0.8
668,1985/10/30,17.9,12.9,0.5,0.3
669,1985/10/31,21.1,15.8,0.0,3.4
670,1985/11/1,16.2,14.4,1.0,0.0
671,1985/11/2,18.6,10.9,0.0,9.7
672,1985/11/3,16.8,8.9,0.0,9.6
673,1985/11/4,19.5,8.2,0.0,9.5
674,1985/11/5,21.3,12.1,0.5,2.6
675,1985/11/6,16.3,13.6,3.0,0.0
676,1985/11/7,18.8,14.9,3.0,0.0
677,1985/11/8,24.5,14.2,0.0,8.8
678,1985/11/9,21.5,14.6,0.0,6.6
679,1985/11/10,20.0,15.4,0.0,3.1
680,1985/11/11,18.9,12.5,0.5,5.5
681,1985/11/12,20.9,11.2,0.0,9.3
682,1985/11/13,17.6,8.3,0.0,8.7
683,1985/11/14,16.1,7.3,0.0,9.4
684,1985/11/15,15.7,7.6,0.0,9.0
685,1985/11/16,13.7,7.0,0.0,2.0
686,1985/11/17,17.3,6.7,0.0,5.5
687,1985/11/18,16.7,7.4,0.0,8.3
688,1985/11/19,15.2,6.5,0.0,8.7
689,1985/11/20,12.6,7.5,0.0,1.8
690,1985/11/21,16.5,6.5,0.0,8.5
691,1985/11/22,17.0,8.6,0.0,4.0
692,1985/11/23,23.2,11.9,0.0,8.0
693,1985/11/24,16.2,7.3,2.0,0.0
694,1985/11/25,13.5,5.6,0.5,8.4
695,1985/11/26,13.6,4.2,0.0,8.8
696,1985/11/27,13.8,5.3,0.0,8.4
697,1985/11/28,17.4,5.8,0.5,1.4
698,1985/11/29,13.8,4.4,0.5,4.2
699,1985/11/30,10.8,3.6,0.5,3.7
700,1985/12/1,14.5,4.2,0.0,8.9
701,1985/12/2,16.6,4.6,0.0,8.5
702,1985/12/3,14.7,5.4,0.0,8.1
703,1985/12/4,17.6,5.7,0.0,6.2
704,1985/12/5,16.0,7.9,0.0,8.1
705,1985/12/6,15.2,7.8,0.5,0.0
706,1985/12/7,9.6,7.3,1.0,0.0
707,1985/12/8,10.8,7.3,0.5,0.0
708,1985/12/9,13.3,3.7,0.0,5.6
709,1985/12/10,8.4,2.0,0.0,8.4
710,1985/12/11,8.7,2.3,0.0,5.0
711,1985/12/12,9.4,1.8,0.0,7.9
712,1985/12/13,10.9,1.7,0.0,7.7
713,1985/12/14,14.4,3.2,0.0,7.6
714,1985/12/15,8.5,2.3,0.0,8.3
715,1985/12/16,6.9,1.3,0.0,8.6
716,1985/12/17,7.7,-0.4,0.0,7.5
717,1985/12/18,9.0,-0.5,0.0,8.9
718,1985/12/19,11.0,0.3,0.0,8.3
719,1985/12/20,9.7,3.1,0.0,8.5
720,1985/12/21,9.6,2.8,0.0,8.6
721,1985/12/22,5.0,1.5,0.5,0.0
722,1985/12/23,10.2,2.7,0.0,3.2
723,1985/12/24,8.6,3.4,0.5,8.9
724,1985/12/25,8.2,2.0,0.0,5.4
725,1985/12/26,11.2,2.3,0.0,7.8
726,1985/12/27,12.6,3.7,0.0,7.8
727,1985/12/28,9.9,3.8,0.0,7.9
728,1985/12/29,11.5,1.4,0.0,7.9
729,1985/12/30,18.8,3.1,0.0,6.9
730,1985/12/31,16.0,8.0,0.0,6.4
731,1986/1/1,9.3,6.5,0.0,0.0
732,1986/1/2,9.9,3.5,0.0,5.3
733,1986/1/3,6.4,0.4,0.0,0.3
734,1986/1/4,6.5,2.1,2.0,3.1
735,1986/1/5,7.1,1.5,0.0,5.7
736,1986/1/6,7.7,-0.4,0.0,8.7
737,1986/1/7,8.1,-0.6,0.0,5.9
738,1986/1/8,11.3,0.1,0.0,7.3
739,1986/1/9,8.6,1.2,0.0,8.9
740,1986/1/10,8.8,-0.2,0.0,8.2
741,1986/1/11,6.7,-1.3,0.0,8.5
742,1986/1/12,8.0,-0.8,0.0,8.9
743,1986/1/13,7.7,0.1,0.0,5.6
744,1986/1/14,8.1,1.5,0.0,8.9
745,1986/1/15,11.2,2.5,0.0,7.8
746,1986/1/16,5.9,2.5,0.5,0.0
747,1986/1/17,11.8,2.3,0.0,7.2
748,1986/1/18,11.8,2.9,0.0,6.7
749,1986/1/19,8.6,2.1,0.0,8.7
750,1986/1/20,6.9,1.8,0.0,0.0
751,1986/1/21,7.9,3.0,0.0,1.5
752,1986/1/22,7.0,0.3,0.5,6.7
753,1986/1/23,7.1,-1.2,0.0,9.0
754,1986/1/24,6.5,-0.4,0.0,4.8
755,1986/1/25,6.8,-0.8,0.0,8.3
756,1986/1/26,6.7,-0.2,0.0,6.8
757,1986/1/27,7.5,-0.8,0.0,8.5
758,1986/1/28,8.5,0.5,0.0,8.5
759,1986/1/29,7.8,-0.3,0.0,5.4
760,1986/1/30,7.4,0.7,0.0,3.7
761,1986/1/31,10.5,1.5,0.0,6.8
762,1986/2/1,5.8,1.6,0.0,2.7
763,1986/2/2,9.2,2.0,0.0,6.6
764,1986/2/3,14.5,0.1,0.0,9.0
765,1986/2/4,6.9,0.7,0.0,7.1
766,1986/2/5,8.0,-0.2,0.0,8.8
767,1986/2/6,6.8,0.1,0.0,5.9
768,1986/2/7,6.5,0.3,0.0,7.2
769,1986/2/8,3.6,-0.4,0.5,2.7
770,1986/2/9,7.5,-1.6,0.0,8.0
771,1986/2/10,7.4,0.1,0.0,9.4
772,1986/2/11,2.9,0.0,0.0,0.0
773,1986/2/12,9.5,0.9,0.0,9.4
774,1986/2/13,9.8,1.2,0.0,8.6
775,1986/2/14,12.8,3.6,0.0,3.3
776,1986/2/15,8.1,4.0,0.5,0.0
777,1986/2/16,4.7,0.4,0.0,10.1
778,1986/2/17,9.0,-1.4,0.0,7.8
779,1986/2/18,3.0,0.0,0.5,0.0
780,1986/2/19,5.4,-0.2,0.5,4.3
781,1986/2/20,7.3,-0.1,0.0,7.2
782,1986/2/21,8.4,1.8,0.0,8.5
783,1986/2/22,8.0,1.8,0.0,8.0
784,1986/2/23,10.9,2.9,0.0,8.9
785,1986/2/24,8.1,2.3,0.0,4.8
786,1986/2/25,7.2,-0.4,0.0,9.8
787,1986/2/26,9.1,0.9,0.0,9.7
788,1986/2/27,10.3,1.8,0.0,7.0
789,1986/2/28,9.5,0.5,0.0,6.8
790,1986/3/1,10.8,2.5,0.0,6.3
791,1986/3/2,9.5,2.7,0.0,7.0
792,1986/3/3,11.6,1.0,0.0,7.9
793,1986/3/4,7.0,0.0,0.0,4.6
794,1986/3/5,9.9,1.6,0.5,3.6
795,1986/3/6,9.4,2.1,0.0,7.0
796,1986/3/7,11.7,3.4,0.0,7.2
797,1986/3/8,13.6,4.9,0.0,9.7
798,1986/3/9,18.1,5.3,0.0,9.9
799,1986/3/10,16.7,9.1,0.0,1.5
800,1986/3/11,13.4,3.9,1.0,0.0
801,1986/3/12,11.3,4.2,0.0,0.6
802,1986/3/13,14.5,3.4,0.0,9.7
803,1986/3/14,8.6,1.4,0.5,0.0
804,1986/3/15,6.6,1.0,1.0,0.0
805,1986/3/16,16.4,5.2,0.0,8.0
806,1986/3/17,12.1,5.0,0.0,10.4
807,1986/3/18,11.7,3.5,0.0,7.0
808,1986/3/19,9.4,5.7,3.0,0.0
809,1986/3/20,14.1,7.0,0.5,7.5
810,1986/3/21,13.2,5.1,0.0,10.3
811,1986/3/22,7.9,3.7,0.5,0.0
812,1986/3/23,4.8,0.7,2.0,0.0
813,1986/3/24,10.2,4.5,0.0,8.9
814,1986/3/25,11.5,3.8,0.0,10.9
815,1986/3/26,12.4,4.4,0.0,10.9
816,1986/3/27,16.9,4.5,0.0,9.5
817,1986/3/28,12.8,3.8,0.5,0.0
818,1986/3/29,10.5,3.7,0.5,0.0
819,1986/3/30,12.3,5.7,0.5,0.3
820,1986/3/31,15.8,8.1,0.5,2.8
821,1986/4/1,13.1,7.0,0.0,5.1
822,1986/4/2,16.3,8.3,0.0,10.0
823,1986/4/3,13.2,6.7,0.0,3.0
824,1986/4/4,16.1,9.0,1.0,0.0
825,1986/4/5,20.8,10.2,0.0,8.9
826,1986/4/6,18.2,6.4,0.0,9.3
827,1986/4/7,11.9,6.0,0.0,11.8
828,1986/4/8,15.8,4.6,0.0,10.3
829,1986/4/9,21.9,9.7,0.0,10.2
830,1986/4/10,19.8,13.7,0.5,4.5
831,1986/4/11,16.4,9.1,1.0,0.0
832,1986/4/12,14.2,6.5,0.0,10.8
833,1986/4/13,17.1,7.4,0.0,11.4
834,1986/4/14,20.9,9.0,0.0,11.0
835,1986/4/15,14.2,9.9,1.0,0.0
836,1986/4/16,17.6,8.7,0.5,8.5
837,1986/4/17,15.5,7.4,0.0,1.8
838,1986/4/18,17.5,10.3,0.0,1.1
839,1986/4/19,15.3,12.7,1.0,0.0
840,1986/4/20,17.0,12.0,0.5,0.1
841,1986/4/21,19.8,12.9,0.5,1.5
842,1986/4/22,17.0,13.9,1.5,0.0
843,1986/4/23,23.0,13.7,1.5,6.9
844,1986/4/24,19.8,13.9,0.0,6.4
845,1986/4/25,21.1,13.6,0.0,8.7
846,1986/4/26,22.5,13.8,0.0,8.4
847,1986/4/27,22.9,13.3,0.0,5.7
848,1986/4/28,21.1,10.0,1.5,0.0
849,1986/4/29,18.6,10.1,0.0,7.6
850,1986/4/30,20.8,11.2,0.0,12.2
851,1986/5/1,21.0,13.1,0.0,12.1
852,1986/5/2,19.7,16.2,0.5,0.0
853,1986/5/3,18.7,14.0,0.5,0.0
854,1986/5/4,17.8,13.8,0.5,3.8
855,1986/5/5,19.6,13.0,1.0,4.3
856,1986/5/6,18.5,14.2,2.5,1.2
857,1986/5/7,25.5,14.3,0.5,10.6
858,1986/5/8,25.5,14.7,0.0,11.8
859,1986/5/9,23.9,17.9,0.0,11.5
860,1986/5/10,21.6,13.7,0.0,6.4
861,1986/5/11,19.1,12.8,0.0,0.8
862,1986/5/12,17.8,14.2,0.0,2.3
863,1986/5/13,21.4,13.0,0.0,11.8
864,1986/5/14,20.8,13.9,3.5,1.3
865,1986/5/15,22.5,14.1,2.5,3.0
866,1986/5/16,23.1,13.3,0.0,5.7
867,1986/5/17,23.1,12.9,0.0,12.6
868,1986/5/18,23.1,14.5,0.0,8.7
869,1986/5/19,24.1,18.4,0.0,4.1
870,1986/5/20,20.8,15.3,2.0,0.0
871,1986/5/21,17.6,11.5,2.0,0.0
872,1986/5/22,18.7,11.2,0.0,6.1
873,1986/5/23,22.0,12.3,0.0,10.4
874,1986/5/24,23.2,13.4,0.0,9.2
875,1986/5/25,25.2,16.6,0.0,8.1
876,1986/5/26,20.8,14.9,0.0,8.8
877,1986/5/27,23.1,13.3,0.0,13.1
878,1986/5/28,22.9,14.7,0.0,12.2
879,1986/5/29,22.7,17.1,1.0,4.2
880,1986/5/30,18.9,17.1,1.5,0.0
881,1986/5/31,26.9,17.3,1.5,10.1
882,1986/6/1,26.6,19.3,0.0,8.5
883,1986/6/2,27.5,19.7,0.0,8.4
884,1986/6/3,24.3,20.1,0.0,0.0
885,1986/6/4,23.6,15.3,0.0,10.4
886,1986/6/5,21.8,14.2,0.0,8.3
887,1986/6/6,16.7,13.8,0.5,0.0
888,1986/6/7,20.2,15.5,1.5,0.0
889,1986/6/8,24.6,15.7,0.5,7.0
890,1986/6/9,26.6,17.0,0.0,11.0
891,1986/6/10,24.4,18.3,0.0,8.9
892,1986/6/11,26.0,16.8,0.0,12.7
893,1986/6/12,26.1,16.3,0.0,13.0
894,1986/6/13,26.6,17.1,0.0,12.6
895,1986/6/14,25.0,18.6,0.0,10.7
896,1986/6/15,26.0,20.0,0.0,11.6
897,1986/6/16,25.8,21.0,0.0,4.2
898,1986/6/17,23.8,20.7,0.5,0.0
899,1986/6/18,25.3,21.8,1.0,0.2
900,1986/6/19,27.7,20.6,0.0,7.9
901,1986/6/20,27.1,19.8,0.0,5.3
902,1986/6/21,20.3,17.7,0.5,0.0
903,1986/6/22,24.7,17.7,0.0,3.9
904,1986/6/23,24.1,20.5,0.0,0.0
905,1986/6/24,23.9,19.7,0.0,0.0
906,1986/6/25,24.9,20.9,1.0,0.0
907,1986/6/26,31.5,21.4,16.0,7.4
908,1986/6/27,25.0,20.6,0.0,6.0
909,1986/6/28,23.0,18.6,0.5,0.1
910,1986/6/29,18.8,15.6,2.5,0.0
911,1986/6/30,19.0,16.0,4.0,0.0
912,1986/7/1,26.4,18.4,2.5,6.7
913,1986/7/2,19.0,17.0,2.5,0.0
914,1986/7/3,21.4,16.7,0.5,0.0
915,1986/7/4,23.0,17.6,0.5,0.0
916,1986/7/5,25.3,20.1,0.5,0.5
917,1986/7/6,28.5,20.4,0.5,1.1
918,1986/7/7,22.7,20.0,0.5,0.0
919,1986/7/8,26.7,19.7,0.0,5.1
920,1986/7/9,27.7,21.9,0.0,1.1
921,1986/7/10,26.2,22.2,0.5,0.0
922,1986/7/11,25.4,21.1,0.5,0.0
923,1986/7/12,29.1,20.5,0.0,2.2
924,1986/7/13,26.8,23.1,0.5,1.4
925,1986/7/14,28.9,20.9,0.0,8.5
926,1986/7/15,27.4,22.5,2.0,0.0
927,1986/7/16,26.5,21.2,0.5,0.0
928,1986/7/17,23.9,21.2,0.5,0.0
929,1986/7/18,32.6,21.1,1.0,6.0
930,1986/7/19,32.7,22.0,0.0,9.6
931,1986/7/20,22.2,19.2,0.0,0.0
932,1986/7/21,23.0,18.2,0.0,0.0
933,1986/7/22,22.4,19.0,1.0,0.0
934,1986/7/23,28.9,20.1,18.0,4.9
935,1986/7/24,28.4,23.1,0.0,8.2
936,1986/7/25,27.0,21.4,0.0,0.0
937,1986/7/26,29.6,22.5,0.0,3.7
938,1986/7/27,30.8,24.2,0.0,7.2
939,1986/7/28,32.0,24.8,0.0,9.6
940,1986/7/29,33.4,25.1,0.0,10.6
941,1986/7/30,32.5,25.4,0.0,11.0
942,1986/7/31,32.6,25.5,0.0,11.7
943,1986/8/1,33.0,25.4,0.0,10.9
944,1986/8/2,29.2,23.6,6.0,5.9
945,1986/8/3,29.3,23.0,0.0,4.6
946,1986/8/4,24.0,19.6,9.0,0.0
947,1986/8/5,34.6,20.4,7.0,11.7
948,1986/8/6,32.4,25.5,0.0,10.6
949,1986/8/7,31.6,24.9,0.0,4.0
950,1986/8/8,28.9,23.4,1.5,0.0
951,1986/8/9,30.4,23.6,0.0,4.0
952,1986/8/10,31.9,24.8,0.0,9.5
953,1986/8/11,32.1,25.2,0.0,11.5
954,1986/8/12,30.2,25.3,0.0,6.5
955,1986/8/13,30.4,25.5,0.0,7.7
956,1986/8/14,31.0,26.0,0.0,9.7
957,1986/8/15,29.5,26.0,0.0,4.7
958,1986/8/16,31.9,25.4,0.0,7.6
959,1986/8/17,30.9,25.1,0.0,2.5
960,1986/8/18,27.9,24.3,0.0,0.1
961,1986/8/19,25.1,23.1,1.0,0.0
962,1986/8/20,29.4,24.2,0.0,5.0
963,1986/8/21,32.1,25.3,0.0,6.3
964,1986/8/22,29.6,23.1,0.0,3.1
965,1986/8/23,25.6,22.2,0.0,0.0
966,1986/8/24,28.6,21.1,0.0,10.0
967,1986/8/25,30.5,22.0,0.0,11.7
968,1986/8/26,31.4,23.3,0.0,7.0
969,1986/8/27,32.7,25.2,0.0,9.6
970,1986/8/28,31.9,25.1,0.0,12.1
971,1986/8/29,32.0,24.5,0.0,7.4
972,1986/8/30,31.6,26.8,0.0,6.3
973,1986/8/31,31.2,25.2,0.0,9.8
974,1986/9/1,31.4,24.1,0.0,4.7
975,1986/9/2,26.9,23.3,13.5,0.0
976,1986/9/3,28.9,25.9,1.5,1.6
977,1986/9/4,34.5,25.2,0.0,11.4
978,1986/9/5,30.7,25.3,0.0,7.0
979,1986/9/6,28.8,21.4,6.0,2.5
980,1986/9/7,28.8,21.3,0.0,6.8
981,1986/9/8,28.8,23.5,4.0,1.0
982,1986/9/9,27.0,22.0,0.0,0.3
983,1986/9/10,27.9,22.2,0.5,0.6
984,1986/9/11,31.2,22.2,0.5,9.1
985,1986/9/12,25.6,21.2,2.5,0.0
986,1986/9/13,28.1,21.3,3.5,1.8
987,1986/9/14,23.6,19.6,1.0,0.6
988,1986/9/15,23.2,20.2,0.5,0.0
989,1986/9/16,21.3,19.3,1.0,0.0
990,1986/9/17,21.4,19.9,1.5,0.0
991,1986/9/18,28.2,20.8,0.5,4.7
992,1986/9/19,26.4,22.8,0.0,1.2
993,1986/9/20,24.1,18.9,1.0,0.0
994,1986/9/21,25.2,18.4,0.5,0.1
995,1986/9/22,30.9,23.6,0.0,8.4
996,1986/9/23,26.7,20.9,0.0,6.2
997,1986/9/24,27.0,20.7,0.0,7.3
998,1986/9/25,25.7,18.5,0.0,5.5
999,1986/9/26,25.6,18.0,0.0,9.8
